TP_FUNDO;CNPJ_FUNDO;DT_REG;CNPJ_ADMIN;ADMIN
FIDC;08.621.199/0001-87;2016-01-04;15.489.568/0001-95;INTRADER DTVM LTDA
FIDC;08.627.992/0001-93;2007-02-26;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.628.013/0001-11;2007-04-19;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.632.394/0001-02;2007-04-30;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;08.636.782/0001-61;2007-05-18;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;08.654.210/0001-05;2007-05-08;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;08.661.352/0001-08;2018-04-11;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.669.262/0001-55;2007-05-25;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;08.678.936/0001-88;2007-05-10;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;08.687.643/0001-67;2007-03-09;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;08.692.888/0001-82;2007-03-21;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.692.888/0001-82;2007-04-03;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.708.019/0001-07;2009-12-04;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;08.714.872/0001-23;2007-05-03;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;08.727.386/0001-40;2007-04-17;33.868.597/0001-40;CITIBANK DTVM SA
FIDC;08.731.079/0001-32;2007-06-14;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.741.677/0001-92;2007-06-28;33.868.597/0001-40;CITIBANK DTVM SA
FIDC;08.746.975/0001-75;2007-08-23;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.750.271/0001-76;2007-04-26;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.752.437/0001-93;2007-04-20;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;08.756.222/0001-40;2007-05-04;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;08.765.374/0001-00;2007-06-29;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.779.221/0001-11;2007-05-11;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;08.839.259/0001-32;2007-06-20;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;08.845.618/0001-64;2007-08-02;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.848.247/0001-74;2007-10-24;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.870.284/0001-89;2007-06-19;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.876.796/0001-52;2007-06-19;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;08.895.210/0001-05;2007-06-27;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.906.488/0001-22;2007-12-14;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;08.927.488/0001-09;2007-07-27;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIDC;08.929.719/0001-13;2007-08-03;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;08.930.397/0001-22;2007-09-13;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;08.934.591/0001-86;2007-09-13;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;08.944.430/0001-73;2007-10-29;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;08.947.141/0001-28;2017-12-22;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;08.949.714/0001-52;2007-11-07;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;08.958.633/0001-19;2007-10-01;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;08.974.467/0001-44;2009-06-04;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;08.987.105/0001-98;2007-10-23;62.232.889/0001-90;BANCO DAYCOVAL S.A.
FIDC;08.988.306/0001-00;2007-09-19;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;08.999.303/0001-71;2007-12-14;33.868.597/0001-40;CITIBANK DTVM SA
FIDC;09.004.360/0001-36;2007-10-31;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;09.009.924/0001-23;2007-09-12;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.019.111/0001-14;2007-11-14;33.753.740/0001-58;BANIF BANCO DE INVESTIMENTO (BRASIL) S/A
FIDC;09.022.261/0001-87;2007-10-31;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;09.057.948/0001-58;2007-09-27;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.061.539/0001-25;2008-04-04;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;09.072.384/0001-22;2014-04-01;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;09.081.636/0001-80;2007-10-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;09.081.663/0001-52;2007-10-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;09.094.233/0001-75;2007-10-31;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;09.104.359/0001-83;2010-03-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.111.844/0001-84;2007-10-31;33.868.597/0001-40;CITIBANK DTVM SA
FIDC;09.115.244/0001-94;2007-10-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.128.053/0001-67;2007-11-08;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;09.137.729/0001-89;2007-11-07;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;09.147.693/0001-14;2007-11-29;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;09.151.203/0001-53;2007-12-14;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;09.156.819/0001-17;2007-11-07;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;09.163.026/0001-25;2007-12-07;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.164.380/0001-74;2007-11-29;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.
FIDC;09.172.117/0001-27;2008-02-19;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;09.172.816/0001-77;2009-12-11;30.723.886/0001-62;BANCO MODAL S.A.
FIDC;09.194.715/0001-05;2007-12-21;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.194.841/0001-51;2007-11-30;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;09.195.235/0001-50;2007-11-23;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A
FIDC;09.207.285/0001-00;2008-04-15;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;09.217.017/0001-70;2008-07-02;01.522.368/0001-82;BANCO BNP PARIBAS BRASIL S/A
FIDC;09.217.024/0001-71;2009-02-20;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;09.220.444/0001-07;2008-06-03;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;09.221.411/0001-81;2008-02-11;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;09.228.406/0001-09;2008-05-21;15.489.568/0001-95;INTRADER DTVM LTDA
FIDC;09.228.661/0001-43;2007-12-18;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;09.236.210/0001-58;2007-12-18;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;09.238.901/0001-90;2008-01-18;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;09.239.216/0001-89;2008-06-18;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.240.356/0001-77;2008-05-30;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.256.825/0001-46;2008-01-18;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;09.257.784/0001-02;2007-12-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.259.489/0001-95;2009-06-03;33.868.597/0001-40;CITIBANK DTVM SA
FIDC;09.260.031/0001-56;2007-12-28;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.263.012/0001-83;2007-12-26;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;09.266.437/0001-46;2010-11-16;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;09.266.450/0001-03;2008-03-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;09.275.563/0001-67;2008-03-27;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;09.285.161/0001-43;2008-08-04;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;09.290.649/0001-69;2008-02-01;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;09.297.712/0001-99;2008-03-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.305.307/0001-75;2009-01-28;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.308.952/0001-41;2008-08-04;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;09.311.253/0001-50;2008-02-26;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;09.328.993/0001-08;2008-04-11;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;09.329.339/0001-00;2008-02-15;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;09.343.597/0001-41;2008-07-01;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;09.363.400/0001-36;2013-04-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.374.172/0001-08;2008-06-10;01.581.283/0001-75;OBOÉ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A.
FIDC;09.391.881/0001-93;2008-07-18;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;09.405.517/0001-35;2008-03-20;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;09.410.142/0001-00;2008-04-24;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.414.255/0001-75;2008-05-21;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;09.443.633/0001-49;2008-04-03;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.455.141/0001-73;2009-03-18;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;09.464.001/0001-61;2008-06-02;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;09.469.984/0001-29;2008-06-11;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;09.519.223/0001-34;2008-09-19;33.700.394/0001-40;UNIBANCO UNIAO BANCOS BRAS SA
FIDC;09.520.712/0001-06;2013-01-02;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.527.140/0001-97;2012-11-14;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;09.542.006/0001-65;2008-08-04;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;09.558.625/0001-48;2008-07-30;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;09.564.520/0001-00;2008-08-21;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.572.377/0001-90;2008-06-10;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.577.033/0001-73;2009-09-10;33.868.597/0001-40;CITIBANK DTVM SA
FIDC;09.577.075/0001-04;2009-11-04;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;09.577.102/0001-49;2008-09-16;33.868.597/0001-40;CITIBANK DTVM SA
FIDC;09.583.146/0001-81;2008-09-03;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.583.906/0001-50;2008-06-12;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.584.892/0001-90;2008-07-08;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;09.603.830/0001-88;2010-02-12;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;09.605.853/0001-21;2008-10-15;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;09.609.468/0001-52;2011-11-16;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;09.620.060/0001-81;2009-06-08;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;09.630.103/0001-00;2008-09-30;02.201.501/0001-61;BNY MELLON SERVICOS FINANCEIROS DTVM S.A.
FIDC;09.636.040/0001-07;2008-07-29;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;09.660.825/0001-07;2008-07-02;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;10.145.630/0001-08;2008-07-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.157.813/0001-43;2008-09-12;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;10.173.333/0001-76;2008-09-25;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;10.202.726/0001-60;2009-04-14;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;10.210.220/0001-01;2008-09-10;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.
FIDC;10.214.151/0001-04;2013-12-20;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.237.131/0001-40;2009-03-16;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.269.029/0001-27;2009-12-02;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;10.280.897/0001-08;2009-01-12;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;10.288.773/0001-79;2008-09-01;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.288.809/0001-14;2008-10-31;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.308.464/0001-13;2008-11-10;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;10.322.666/0001-10;2009-03-04;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;10.331.381/0001-45;2008-09-16;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;10.338.491/0001-39;2009-08-20;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.340.375/0001-54;2009-07-02;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;10.340.515/0001-94;2008-10-31;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;10.341.638/0001-40;2009-11-19;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;10.344.019/0001-09;2008-11-21;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;10.347.575/0001-39;2009-06-19;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;10.347.834/0001-21;2010-10-20;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;10.362.512/0001-51;2009-01-14;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;10.369.218/0001-71;2008-09-29;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.370.006/0001-04;2008-09-30;62.382.908/0001-64;MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM
FIDC;10.373.627/0001-41;2011-08-17;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.375.338/0001-81;2008-10-02;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.122/0001-43;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.169/0001-07;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.175/0001-64;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.184/0001-55;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.189/0001-88;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.200/0001-00;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.211/0001-90;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.250/0001-97;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.267/0001-44;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.382.285/0001-26;2008-10-06;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.424.100/0001-07;2009-01-16;10.274.584/0001-47;ICLA TRUST SERVIÇOS FINANCEIROS S.A.
FIDC;10.434.089/0001-58;2008-12-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.434.230/0001-12;2008-10-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.434.237/0001-34;2008-10-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.434.240/0001-58;2008-10-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.434.250/0001-93;2008-10-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.434.255/0001-16;2008-10-31;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.434.644/0001-41;2008-11-05;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;10.436.207/0001-67;2008-12-19;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.437.999/0001-94;2008-11-26;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.438.011/0001-01;2008-11-26;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.438.017/0001-89;2008-11-26;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.438.031/0001-82;2008-11-26;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.438.038/0001-02;2008-11-26;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.456.640/0001-64;2010-09-28;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIDC;10.458.749/0001-30;2009-02-17;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.468.245/0001-00;2008-12-19;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.
FIDC;10.496.436/0001-77;2018-02-01;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;10.506.595/0001-05;2008-12-19;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;10.509.884/0001-68;2010-02-12;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;10.522.800/0001-26;2008-12-22;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.528.349/0001-54;2009-11-04;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.531.173/0001-90;2009-01-07;62.382.908/0001-64;MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM
FIDC;10.532.005/0001-19;2008-12-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.532.013/0001-65;2008-12-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.532.020/0001-67;2008-12-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.532.032/0001-91;2008-12-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.532.033/0001-36;2008-12-18;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;10.541.769/0001-70;2011-12-02;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.545.253/0001-02;2009-01-09;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.545.417/0001-93;2009-01-23;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;10.612.427/0001-02;2009-02-19;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;10.613.882/0001-14;2009-02-10;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.614.432/0001-46;2016-06-23;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.614.434/0001-35;2009-02-17;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.640.343/0001-74;2009-02-20;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;10.658.051/0001-69;2009-03-13;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;10.697.905/0001-16;2009-03-20;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.726.863/0001-02;2009-04-20;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.739.617/0001-87;2009-05-12;62.382.908/0001-64;MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM
FIDC;10.740.479/0001-56;2009-10-20;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
FIDC;10.756.703/0001-06;2012-01-06;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;10.759.034/0001-18;2009-06-01;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;10.768.419/0001-41;2009-06-10;11.758.741/0001-52;BANCO FINAXIS S.A.
FIDC;10.772.734/0001-42;2009-05-06;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.774.307/0001-01;2009-06-10;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.791.780/0001-99;2009-05-05;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;10.797.027/0001-00;2009-05-07;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.810.396/0001-96;2014-07-17;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.814.233/0001-81;2009-12-18;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;10.817.123/0001-73;2009-07-13;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.839.491/0001-12;2009-07-08;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;10.841.829/0001-70;2011-08-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;10.841.847/0001-52;2009-06-03;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
