TP_FUNDO;CNPJ_FUNDO;DT_REG;CNPJ_ADMIN;ADMIN
FIDC;31.523.773/0001-86;2019-06-28;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.523.810/0001-56;2018-12-13;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.544.287/0001-44;2019-12-16;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;31.547.712/0001-59;2018-10-26;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;31.570.767/0001-80;2019-05-29;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.570.790/0001-74;2019-09-26;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.570.816/0001-84;2019-02-11;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.570.850/0001-59;2019-12-03;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.608.972/0001-97;2019-08-12;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;31.658.884/0001-08;2018-10-19;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.739.328/0001-58;2020-01-21;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;31.771.948/0001-74;2018-11-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.772.126/0001-08;2019-02-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.809.006/0001-38;2018-10-31;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.809.033/0001-00;2019-03-12;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.809.060/0001-83;2019-05-23;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.844.721/0001-01;2019-09-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.845.990/0001-92;2018-11-22;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.847.367/0001-79;2019-09-20;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIDC;31.847.511/0001-77;2019-10-09;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIDC;31.881.591/0001-87;2018-11-22;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.881.619/0001-86;2018-12-19;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.894.563/0001-02;2018-12-28;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.894.591/0001-11;2019-02-13;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.933.158/0001-48;2018-11-22;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.933.698/0001-21;2019-05-15;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.933.756/0001-17;2019-01-30;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.933.790/0001-91;2019-01-10;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;31.962.973/0001-35;2019-01-30;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;31.963.870/0001-90;2019-11-12;92.904.564/0001-77;ORLA DTVM S.A.
FIDC;31.999.785/0001-81;2019-03-13;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;32.006.960/0001-55;2019-04-23;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;32.024.768/0001-91;2018-12-28;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;32.033.165/0001-56;2019-01-18;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;32.042.119/0001-13;2019-11-14;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.067.968/0001-21;2019-05-27;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;32.068.046/0001-39;2019-05-27;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;32.101.535/0001-45;2019-03-27;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;32.113.780/0001-72;2019-01-31;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;32.113.809/0001-16;2019-02-01;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;32.113.885/0001-21;2019-01-11;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;32.113.990/0001-60;2019-01-18;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;32.114.151/0001-67;2019-01-08;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;32.138.169/0001-07;2019-06-04;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;32.155.978/0001-19;2019-08-09;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;32.156.021/0001-97;2019-09-18;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;32.156.033/0001-11;2019-01-16;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;32.159.007/0001-47;2019-04-17;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;32.159.149/0001-04;2020-03-26;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;32.159.534/0001-51;2019-05-30;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;32.159.538/0001-30;2019-07-26;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;32.162.586/0001-87;2019-11-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.169.800/0001-27;2018-12-06;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;32.202.903/0001-41;2019-02-15;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.222.848/0001-51;2019-02-15;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;32.240.412/0001-95;2019-07-23;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;32.273.345/0001-05;2019-01-18;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.274.238/0001-00;2019-03-26;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.315/0001-13;2019-02-22;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.338/0001-28;2019-02-22;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.365/0001-09;2019-08-02;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.396/0001-51;2019-10-09;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.415/0001-40;2019-04-30;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.432/0001-87;2019-06-12;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.472/0001-29;2019-07-23;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.528/0001-45;2019-07-29;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.571/0001-00;2019-04-18;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.625/0001-38;2020-01-28;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIDC;32.274.874/0001-23;2019-06-17;33.886.862/0001-12;MAXIMA S/A CCTVM
FIDC;32.295.244/0001-35;2019-12-26;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;32.301.142/0001-85;2019-09-10;50.657.675/0001-86;SLW CVC LTDA
FIDC;32.302.142/0001-08;2019-12-03;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;32.302.349/0001-74;2019-02-22;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.311.954/0001-01;2019-07-02;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIDC;32.312.121/0001-65;2019-08-08;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;32.316.908/0001-03;2019-03-20;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.316.919/0001-85;2019-07-04;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.316.940/0001-80;2019-03-19;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.388.135/0001-62;2019-09-17;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.388.147/0001-97;2019-10-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.388.168/0001-02;2019-08-08;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.388.169/0001-57;2019-12-18;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.388.171/0001-26;2019-05-14;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.388.176/0001-59;2019-05-15;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.388.184/0001-03;2019-04-17;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.388.193/0001-96;2019-08-02;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.388.204/0001-38;2020-01-16;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;32.388.226/0001-06;2019-03-06;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.396.488/0001-04;2019-02-08;33.886.862/0001-12;MAXIMA S/A CCTVM
FIDC;32.400.331/0001-05;2019-10-02;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;32.510.444/0001-63;2019-12-10;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.510.527/0001-52;2019-10-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.511.204/0001-83;2019-06-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.511.268/0001-84;2019-11-11;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.511.681/0001-49;2019-03-15;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIDC;32.517.659/0001-06;2019-06-10;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.526.025/0001-10;2019-06-19;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.527.650/0001-86;2019-03-22;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIDC;32.528.173/0001-73;2019-05-14;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;32.528.241/0001-02;2019-05-14;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;32.622.836/0001-14;2019-09-26;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;32.623.411/0001-20;2020-03-26;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;32.670.379/0001-33;2019-04-02;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIDC;32.696.765/0001-02;2019-03-21;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;32.711.472/0001-49;2020-02-28;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.724.252/0001-50;2019-09-13;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;32.774.233/0001-38;2019-08-26;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;32.864.267/0001-13;2019-12-02;62.418.140/0001-31;INTRAG DTVM LTDA.
FIDC;32.902.582/0001-98;2019-04-17;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;32.907.653/0001-45;2019-11-26;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.907.712/0001-85;2019-08-06;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.933.119/0001-03;2019-06-07;24.361.690/0001-72;LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;32.948.513/0001-15;2019-12-20;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.948.668/0001-51;2020-05-14;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.948.680/0001-66;2019-09-16;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.969.429/0001-88;2020-04-08;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.969.466/0001-96;2019-10-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.969.493/0001-69;2019-08-08;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.969.565/0001-78;2020-01-07;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.971.589/0001-61;2019-05-10;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;32.990.687/0001-46;2019-04-17;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;32.990.730/0001-73;2019-05-13;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.991.076/0001-12;2020-04-06;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.999.032/0001-39;2019-04-23;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;32.999.089/0001-38;2019-11-18;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.003.417/0001-67;2019-11-27;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.003.525/0001-30;2020-03-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.019.220/0001-16;2019-04-04;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.076.242/0001-18;2019-09-19;52.904.364/0001-08;NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES
FIDC;33.079.038/0001-50;2019-04-04;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;33.079.358/0001-00;2019-04-02;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;33.180.004/0001-58;2019-08-19;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.180.054/0001-35;2019-06-27;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.254.370/0001-04;2019-04-24;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;33.254.436/0001-66;2019-08-23;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;33.256.023/0001-10;2019-04-30;13.673.855/0001-25;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;33.256.097/0001-57;2019-04-11;13.673.855/0001-25;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIDC;33.288.798/0001-78;2019-09-13;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;33.289.359/0001-80;2019-10-18;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.304.615/0001-60;2019-08-24;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;33.360.335/0001-70;2019-05-14;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;33.360.373/0001-22;2019-09-13;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;33.475.421/0001-28;2019-05-08;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;33.475.471/0001-05;2019-12-19;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;33.475.501/0001-83;2019-08-12;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;33.475.541/0001-25;2019-08-07;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;33.490.076/0001-00;2019-07-30;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.498.764/0001-08;2020-05-26;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
FIDC;33.499.715/0001-90;2019-08-13;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.499.726/0001-70;2019-07-25;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.512.447/0001-07;2020-02-17;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;33.512.487/0001-40;2019-10-29;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;33.512.792/0001-32;2019-08-16;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;33.521.203/0001-82;2019-05-27;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;33.521.468/0001-80;2020-01-12;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;33.534.867/0001-86;2019-09-20;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;33.535.102/0001-60;2019-06-17;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;33.536.066/0001-50;2019-10-11;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;33.537.541/0001-02;2019-06-19;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;33.554.498/0001-93;2019-12-18;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;33.554.808/0001-70;2020-02-05;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.588.243/0001-41;2019-09-23;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.632.527/0001-98;2019-07-16;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.632.618/0001-23;2019-10-18;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.701.146/0001-13;2020-04-03;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;33.701.165/0001-40;2019-08-06;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;33.701.185/0001-10;2019-08-06;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;33.701.253/0001-41;2019-07-16;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIDC;33.795.164/0001-01;2019-08-26;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;33.795.213/0001-06;2019-09-02;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
FIDC;33.823.914/0001-01;2019-09-24;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;33.823.944/0001-18;2019-07-01;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;33.823.975/0001-79;2019-11-07;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;33.827.236/0001-55;2019-08-28;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIDC;33.827.314/0001-11;2020-03-18;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIDC;33.827.336/0001-81;2019-06-28;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIDC;33.827.572/0001-06;2019-10-17;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIDC;33.889.492/0001-77;2020-03-18;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;33.925.078/0001-76;2019-10-16;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;33.953.516/0001-00;2019-09-23;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;33.953.549/0001-50;2019-08-23;33.886.862/0001-12;MAXIMA S/A CCTVM
FIDC;34.012.262/0001-98;2019-07-31;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;34.012.276/0001-01;2019-12-13;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;34.012.330/0001-19;2019-08-09;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;34.012.376/0001-38;2019-07-29;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;34.027.522/0001-07;2019-08-22;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;34.027.713/0001-60;2019-07-02;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
FIDC;34.081.657/0001-42;2020-02-19;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;34.081.900/0001-22;2020-04-06;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;34.082.096/0001-04;2019-10-18;24.361.690/0001-72;LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;34.082.112/0001-50;2019-10-28;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIDC;34.095.981/0001-10;2019-09-03;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;34.096.044/0001-89;2019-09-25;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;34.145.317/0001-38;2020-01-07;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIDC;34.172.535/0001-61;2019-11-26;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIDC;34.197.588/0001-37;2019-10-03;62.232.889/0001-90;BANCO DAYCOVAL S.A.
FIDC;34.218.173/0001-00;2020-01-23;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;34.218.609/0001-53;2020-01-22;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;34.218.619/0001-99;2020-01-22;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;34.218.625/0001-46;2019-09-19;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;34.218.864/0001-04;2019-07-30;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIDC;34.218.936/0001-05;2019-11-28;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;34.218.965/0001-77;2020-02-12;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIDC;34.232.035/0001-78;2020-02-27;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
FIDC;34.232.056/0001-93;2020-02-27;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
