TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC
F.I.I.;01.613.343/0001-94;FDO INV IMOB GIBRON;1996-12-27;;1999-02-19;CANCELADA;1999-02-19;;
F.I.I.;01.286.382/0001-24;FDO INV IMOB GOLDFARB TRUST;1996-07-01;;1998-06-24;CANCELADA;1998-06-24;;
F.I.I.;00.286.649/0001-10;FDO INV IMOB LOGICA AGENCO;1994-12-21;;2000-03-31;CANCELADA;2000-03-31;;
F.I.I.;01.590.126/0001-26;FDO INV IMOB LOGUS;1996-07-15;;2005-05-12;CANCELADA;2005-05-12;;
F.I.I.;00.818.622/0001-21;FDO INV IMOB METROPOLE;1995-07-17;;1999-03-02;CANCELADA;1999-03-02;;
F.I.I.;01.532.445/0001-85;FDO INV IMOB MODAL I;1997-07-01;;2004-01-19;CANCELADA;2004-01-19;;
F.I.I.;01.165.310/0001-29;FDO INV IMOB OMEGA;1996-04-12;;1998-06-24;CANCELADA;1998-06-24;;
F.I.I.;05.487.320/0001-31;FDO INV IMOB ORIGINADOR BB;2003-01-07;;2003-08-08;CANCELADA;2003-08-08;;
F.I.I.;02.242.374/0001-49;FDO INV IMOB PARK PAULISTA;1998-03-31;;1999-01-11;CANCELADA;1999-01-11;;
F.I.I.;01.460.572/0001-16;FDO INV IMOB PIT STOCK;1996-09-24;;1998-09-14;CANCELADA;1998-09-14;;
F.I.I.;01.783.896/0001-95;FDO INV IMOB PLANURB;1997-05-06;;1998-06-24;CANCELADA;1998-06-24;;
F.I.I.;00.784.398/0001-02;FDO INV IMOB REAL ESTATE;1995-09-29;;2000-03-31;CANCELADA;2000-03-31;;
F.I.I.;01.389.541/0001-16;FDO INV IMOB RIOGRANDENSE;1996-08-15;;1999-03-29;CANCELADA;1999-03-29;;
F.I.I.;06.320.831/0001-27;FDO INV IMOB RSC;2004-05-28;;2005-10-07;CANCELADA;2005-10-07;;
F.I.I.;02.739.110/0001-03;FDO INV IMOB TIME CENTER;1998-09-17;;2004-03-25;CANCELADA;2004-03-25;;
F.I.I.;05.896.110/0001-05;FDO INV IMOB TORRES IBIRAPUERA;2003-08-22;;2005-09-06;CANCELADA;2005-09-06;;
F.I.I.;01.532.784/0001-61;FDO INV IMOB VEGA SHOPPING PAR;1996-07-22;;1998-09-29;CANCELADA;1998-09-29;;
F.I.I.;01.336.144/0001-86;FDO MAXXI-1 DE INV IMOB;1996-10-09;;2003-09-25;CANCELADA;2003-09-25;;
F.I.I.;04.142.571/0001-11;FDO SUDAMERIS INV IMOB;2001-03-27;;2002-08-30;CANCELADA;2002-08-30;;
F.I.I.;01.842.548/0001-41;FDO TAL INV IMOB;1997-05-19;;2001-12-19;CANCELADA;2001-12-19;;
F.I.I.;20.990.694/0001-69;FGRP FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-12-23;2014-09-11;;EM FUNCIONAMENTO NORMAL;2017-12-23;2019-07-01;2020-06-30
F.I.I.;11.241.018/0001-00;FIDELIDADE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2009-11-11;;2018-07-03;CANCELADA;2018-07-03;2019-01-01;2019-12-31
F.I.I.;22.621.495/0001-09;FII - FII GALWAN UP ASSET - HOTÉIS PEPÊ;2015-10-06;2015-06-08;2016-09-23;CANCELADA;2016-09-23;;
F.I.I.;24.814.916/0001-43;FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR;2016-05-23;2016-05-02;;EM FUNCIONAMENTO NORMAL;2017-06-30;2020-01-01;2020-12-31
F.I.I.;11.281.322/0001-72;FII - PRESIDENTE VARGAS;2010-04-30;;;EM FUNCIONAMENTO NORMAL;2010-04-30;2020-01-01;2020-12-31
F.I.I.;07.789.135/0001-27;FII ANCAR IC;2006-01-03;;;EM FUNCIONAMENTO NORMAL;2006-01-03;2020-01-01;2020-12-31
F.I.I.;11.179.118/0001-45;FII ANHANGUERA EDUCACIONAL;2009-12-16;;;EM FUNCIONAMENTO NORMAL;2009-12-16;2020-01-01;2020-12-31
F.I.I.;07.358.133/0001-83;FII ARTEMIS;2005-04-15;;2006-11-21;CANCELADA;2006-11-21;;
F.I.I.;10.347.985/0001-80;FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER;2011-01-14;2008-09-03;;EM FUNCIONAMENTO NORMAL;2011-01-14;2020-01-01;2020-12-31
F.I.I.;03.239.747/0001-95;FII BCO BBM BARRA FIRST CLASS;1999-10-05;;2011-05-06;CANCELADA;2011-05-06;;
F.I.I.;09.541.983/0001-48;FII BM ASSET;2008-03-25;;2011-05-31;CANCELADA;2011-05-31;;
F.I.I.;14.376.247/0001-11;FII BM BRASCAN LAJES CORPORATIVAS;2012-01-10;2012-01-03;;EM FUNCIONAMENTO NORMAL;2012-01-10;2020-01-01;2020-12-31
F.I.I.;10.519.343/0001-10;FII BR MALLS;2008-11-27;;2009-07-24;CANCELADA;2009-07-24;;
F.I.I.;08.623.656/0001-72;FII BRASÍLIA PARKING;2007-01-11;;2014-10-07;CANCELADA;2014-10-07;;
F.I.I.;01.339.362/0001-74;FII C&D ESTAÇAO PLAZA SHOW;1996-06-10;;2008-07-08;CANCELADA;2008-07-08;;
F.I.I.;11.602.654/0001-01;FII CAMPUS FARIA LIMA;2010-06-08;;;EM FUNCIONAMENTO NORMAL;2010-06-08;2020-01-01;2020-12-31
F.I.I.;13.551.286/0001-45;FII CENESP;2011-07-19;;;EM FUNCIONAMENTO NORMAL;2011-07-19;2020-01-01;2020-12-31
F.I.I.;04.141.645/0001-03;FII CONTINENTAL SQUARE FARIA LIMA;2000-11-22;;;EM FUNCIONAMENTO NORMAL;2000-11-22;2020-01-01;2020-12-31
F.I.I.;07.525.385/0001-50;FII CR2 JARDIM BOTANICO;2005-08-31;;2011-04-20;CANCELADA;2011-04-20;;
F.I.I.;04.899.981/0001-01;FII CR2 LARANJEIRAS;2002-03-11;;2015-10-23;CANCELADA;2015-10-23;;
F.I.I.;03.724.819/0001-90;FII CR2 RJZ I;2000-06-23;;2008-06-18;CANCELADA;2008-06-18;;
F.I.I.;03.975.835/0001-55;FII CR2 RJZ II;2001-02-05;;2015-10-23;CANCELADA;2015-10-23;;
F.I.I.;03.975.880/0001-00;FII CR2 RJZ III;2001-04-25;;2009-06-04;CANCELADA;2009-06-04;;
F.I.I.;13.966.653/0001-71;FII CYRELA THERA CORPORATE;2011-12-02;;;EM FUNCIONAMENTO NORMAL;2011-12-02;2020-01-01;2020-12-31
F.I.I.;05.562.312/0001-02;FII EDIFICIO ALMIRANTE BARROSO;2003-03-17;;;EM FUNCIONAMENTO NORMAL;2003-03-17;2020-01-01;2020-12-31
F.I.I.;10.993.386/0001-33;FII EDIFÍCIO CASTELO;2009-07-30;;2019-02-04;CANCELADA;2019-02-04;2019-01-01;2019-12-31
F.I.I.;06.175.262/0001-73;FII EDIFÍCIO OURINVEST;2004-05-05;;;EM FUNCIONAMENTO NORMAL;2004-05-05;2020-01-01;2020-12-31
F.I.I.;13.022.994/0001-99;FII ELDORADO;2010-11-19;;;EM FUNCIONAMENTO NORMAL;2011-03-04;2020-01-01;2020-12-31
F.I.I.;05.437.916/0001-27;FII EUROPAR;2002-12-10;;;EM FUNCIONAMENTO NORMAL;2002-12-10;2020-01-01;2020-12-31
F.I.I.;05.330.010/0001-09;FII FASHION MALL;2002-10-08;;2008-01-30;CANCELADA;2008-01-30;;
F.I.I.;01.477.862/0001-72;FII FATOR-RIO OFFICE PARK;1998-04-27;;2009-07-15;CANCELADA;2009-07-15;;
F.I.I.;10.375.382/0001-91;FII FLORIPA SHOPPING;2009-09-21;;;EM FUNCIONAMENTO NORMAL;2009-09-21;2020-01-01;2020-12-31
F.I.I.;01.754.666/0001-06;FII GAFISA BCO BBM BAY VIEW RES SERV;1997-05-20;;2010-10-01;CANCELADA;2010-10-01;;
F.I.I.;01.802.517/0001-67;FII GAFISA BCO BBM INTERATIVEFLAT;1997-05-20;;2010-10-01;CANCELADA;2010-10-01;;
F.I.I.;01.964.775/0001-40;FII GEO GUARARAPES;1997-06-11;;;EM FUNCIONAMENTO NORMAL;1998-03-11;;
F.I.I.;11.091.198/0001-82;FII GWI CONDOMÍNIOS LOGÍSTICOS;2009-11-03;;2015-10-23;CANCELADA;2015-10-23;;
F.I.I.;28.899.178/0001-35;FII HIRE PROPERTIES I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-10-26;2017-09-19;;EM FUNCIONAMENTO NORMAL;2019-07-01;2019-07-01;2020-06-30
F.I.I.;04.066.582/0001-60;FII HOSPITAL DA CRIANÇA;2000-10-03;;;EM FUNCIONAMENTO NORMAL;2000-10-03;2020-01-01;2020-12-31
F.I.I.;08.014.513/0001-63;FII HOSPITAL NOSSA SENHORA DE LOURDES;2006-04-20;;;EM FUNCIONAMENTO NORMAL;2006-04-20;2020-01-01;2020-12-31
F.I.I.;08.706.065/0001-69;FII HOTEL MAXINVEST;2007-02-13;;;EM FUNCIONAMENTO NORMAL;2007-02-13;2020-01-01;2020-12-31
F.I.I.;07.754.014/0001-40;FII HYPER I;2006-05-26;;2009-03-24;CANCELADA;2009-03-24;;
F.I.I.;31.964.557/0001-76;FII LOB MALLS FUNDO DE INVESTIMENTO IMOBILIARIO;2019-01-14;2018-10-17;;FASE PRÉ-OPERACIONAL;2019-01-14;;
F.I.I.;01.520.938/0001-03;FII MANHATTAN;1996-10-29;;2013-01-31;CANCELADA;2013-01-31;;
F.I.I.;11.274.415/0001-70;FII MAX RETAIL;2010-04-20;;;EM FUNCIONAMENTO NORMAL;2010-04-20;2020-01-01;2020-12-31
F.I.I.;01.633.741/0001-72;FII MEMORIAL OFFICE;1994-04-15;;;EM FUNCIONAMENTO NORMAL;1998-03-11;2020-01-01;2020-12-31
F.I.I.;01.497.954/0001-14;FII MISTRAL;1996-10-02;;;EM FUNCIONAMENTO NORMAL;1998-03-11;2020-01-01;2020-12-31
F.I.I.;03.507.179/0001-66;FII NOVA MORADA;2000-02-02;;2014-12-31;CANCELADA;2014-12-31;;
F.I.I.;10.869.155/0001-12;FII PARQUE DOM PEDRO SHOPPING CENTER;2009-06-16;;;EM FUNCIONAMENTO NORMAL;2009-06-16;2020-01-01;2020-12-31
F.I.I.;01.636.325/0001-28;FII PATEO MOINHOS DE VENTO;1997-01-22;;;EM FUNCIONAMENTO NORMAL;1998-03-11;2020-01-01;2020-12-31
F.I.I.;08.960.078/0001-60;FII PATRIMONIAL II;2007-07-05;;2015-09-09;CANCELADA;2015-09-09;;
F.I.I.;09.150.967/0001-24;FII PATRIMONIAL IV;2007-12-17;;;EM FUNCIONAMENTO NORMAL;2007-12-17;2020-01-01;2020-12-31
F.I.I.;04.423.218/0001-00;FII PAULO OCTAVIO;2001-05-29;;2007-01-29;CANCELADA;2007-01-29;;
F.I.I.;07.583.627/0001-61;FII PENINSULA;2005-07-13;;;EM FUNCIONAMENTO NORMAL;2005-07-13;2020-01-01;2020-12-31
F.I.I.;10.456.799/0001-89;FII PHORBIS;2008-12-09;;;EM FUNCIONAMENTO NORMAL;2008-12-09;2020-01-01;2020-12-31
F.I.I.;08.610.522/0001-17;FII PREMIER REALTY;2007-01-11;;2018-02-06;CANCELADA;2018-02-06;2019-01-01;2019-12-31
F.I.I.;10.427.246/0001-06;FII PRIME PORTFOLIO;2009-02-03;;;EM FUNCIONAMENTO NORMAL;2009-02-03;2020-01-01;2020-12-31
F.I.I.;03.251.720/0001-18;FII PROJ AGUA BRANCA;1999-06-30;;;EM FUNCIONAMENTO NORMAL;1999-06-30;2020-01-01;2020-12-31
F.I.I.;09.276.964/0001-31;FII PROPERTY INVEST;2008-01-11;;;EM FUNCIONAMENTO NORMAL;2008-01-11;2020-01-01;2020-12-31
F.I.I.;05.251.415/0001-51;FII RIO ATLÂNTICA HOTEL;2002-08-23;;2007-01-29;CANCELADA;2007-01-29;;
F.I.I.;01.170.545/0001-09;FII RIVER SHOPPING;1996-03-15;;2010-05-20;CANCELADA;2010-05-20;;
F.I.I.;26.094.647/0001-13;FII RIVIERA BR LOGISTICA;2016-09-19;2016-08-15;2018-10-11;CANCELADA;2018-10-11;;
F.I.I.;21.648.484/0001-50;FII RIVIERA RIO QUENTE RESORTS;2016-05-13;2014-11-03;2018-10-11;CANCELADA;2018-10-11;;
F.I.I.;07.352.632/0001-63;FII RODOBENS;2005-04-19;;2019-11-01;CANCELADA;2019-11-01;2019-01-01;2019-12-31
F.I.I.;11.196.130/0001-68;FII RUBI;2009-11-23;;2015-06-30;CANCELADA;2015-06-30;;
F.I.I.;00.316.260/0001-70;FII SHOPPING GUARARAPES;1994-12-01;;2014-10-08;CANCELADA;2014-10-08;;
F.I.I.;14.879.856/0001-93;FII SHOPPING JARDIM SUL;2012-07-17;2012-01-02;;EM FUNCIONAMENTO NORMAL;2012-07-17;2020-01-01;2020-12-31
F.I.I.;07.224.019/0001-60;FII SHOPPING PARQUE D PEDRO;2005-01-28;;;EM FUNCIONAMENTO NORMAL;2005-01-28;2020-01-01;2020-12-31
F.I.I.;02.738.101/0001-90;FII SUPERQUADRA 311 NORTE;1998-09-30;;2012-12-31;CANCELADA;2012-12-31;;
F.I.I.;07.122.725/0001-00;FII TORRE ALMIRANTE;2004-11-19;;;EM FUNCIONAMENTO NORMAL;2004-11-19;2020-01-01;2020-12-31
F.I.I.;04.722.883/0001-02;FII TORRE NORTE;2001-10-10;;;EM FUNCIONAMENTO NORMAL;2001-10-10;2020-01-01;2020-12-31
F.I.I.;01.461.265/0001-50;FII TROPICAL;1996-09-23;;2011-10-31;CANCELADA;2011-10-31;;
F.I.I.;13.022.993/0001-44;FII VBI FL 4440;2011-05-26;;;EM FUNCIONAMENTO NORMAL;2011-05-26;2020-01-01;2020-12-31
F.I.I.;01.434.479/0001-37;FII VILLE DE FRANCE;1996-09-05;;2013-01-31;CANCELADA;2013-01-31;;
F.I.I.;20.265.434/0001-20;FII VOTORANTIM SECURITIES IV;2015-03-13;2014-05-08;;EM FUNCIONAMENTO NORMAL;2015-03-13;2020-01-01;2020-12-31
F.I.I.;14.074.721/0001-50;FIRENZE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2013-12-10;2012-09-27;;EM FUNCIONAMENTO NORMAL;2013-12-10;2020-01-01;2020-12-31
F.I.I.;28.065.397/0001-19;FL SHOPPINGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-01-22;2017-09-06;;LIQUIDAÇÃO;2018-10-10;2019-08-01;2020-07-31
F.I.I.;34.693.422/0001-01;FLIPPER FUNDO DE INVESTIMENTO IMOBILIARIO;2019-11-06;2019-06-26;;FASE PRÉ-OPERACIONAL;2019-11-06;;
F.I.I.;31.547.942/0001-18;FLORIANOPOLIS 48 FUNDO DE INVESTIMENTO IMOBILIARIO;2018-10-25;2018-08-20;2019-06-19;CANCELADA;2019-06-19;;
F.I.I.;04.782.236/0001-88;FP F ANDROMEDA FII;2001-11-22;;;EM FUNCIONAMENTO NORMAL;2001-11-22;2020-01-01;2020-12-31
F.I.I.;05.382.656/0001-30;FP F ANDRÔMEDA II FII;2002-10-31;;2003-12-16;CANCELADA;2003-12-16;;
F.I.I.;28.412.642/0001-17;FRAÇÃO IDEAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-02-01;2017-05-05;;FASE PRÉ-OPERACIONAL;2018-02-01;;
F.I.I.;33.701.455/0001-93;FRAM CAPITAL PENHA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-05-11;2019-07-24;;FASE PRÉ-OPERACIONAL;2020-05-11;;
F.I.I.;27.771.547/0001-47;FRAM CAPITAL RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-06-12;2017-05-10;;FASE PRÉ-OPERACIONAL;2017-06-12;;
F.I.I.;27.771.568/0001-62;FRAM CAPITAL VI FUNDO DE INVESTIMENTO IMOBILIARIO;2017-06-13;2017-05-10;;EM FUNCIONAMENTO NORMAL;2018-07-04;2020-01-01;2020-12-31
F.I.I.;02.027.437/0001-44;FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO;1997-08-05;;;EM FUNCIONAMENTO NORMAL;1998-03-11;2020-01-01;2020-12-31
F.I.I.;30.091.444/0001-40;FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO KINEA FII;2018-05-23;2018-03-16;;EM FUNCIONAMENTO NORMAL;2018-09-03;2019-07-01;2020-06-30
F.I.I.;24.703.758/0001-54;FUNDO DE INVESTIMENTO  IMOBILIÁRIO COHAPAR I;2017-06-28;2016-04-18;2019-09-19;CANCELADA;2019-09-19;;
F.I.I.;34.197.754/0001-03;Fundo de Investimento Imobiliário -  FII Panamby Renda Master;2019-11-29;2019-11-29;;FASE PRÉ-OPERACIONAL;2019-11-29;;
F.I.I.;33.354.650/0001-94;FUNDO DE INVESTIMENTO IMOBILIARIO - AVM FII;2019-07-15;2019-03-21;;EM FUNCIONAMENTO NORMAL;2020-04-08;2020-04-08;2020-12-31
F.I.I.;29.787.928/0001-40;FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CREDITO IMOBILIARIO;2018-03-01;2018-02-21;;EM FUNCIONAMENTO NORMAL;2018-03-21;2020-01-01;2020-12-31
F.I.I.;32.740.844/0001-65;FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL METROPOLIS;2019-05-13;2019-01-30;;FASE PRÉ-OPERACIONAL;2019-05-13;;
F.I.I.;20.019.120/0001-48;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII 4KIDS;2018-09-12;2014-04-29;;EM FUNCIONAMENTO NORMAL;2018-09-12;2019-07-01;2020-06-30
F.I.I.;14.788.458/0001-61;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII AMETISTA;2012-01-27;2011-11-29;;EM FUNCIONAMENTO NORMAL;2012-01-27;2020-01-01;2020-12-31
F.I.I.;17.324.357/0001-28;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS;2013-04-09;2012-12-11;;EM FUNCIONAMENTO NORMAL;2013-04-09;2020-01-01;2020-12-31
F.I.I.;20.680.775/0001-62;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRISA RENDA IMOBILIÁRIA;2014-09-22;2014-07-16;;EM FUNCIONAMENTO NORMAL;2014-09-22;2020-01-01;2020-12-31
F.I.I.;29.800.650/0001-01;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRLPROP;2018-03-07;2018-02-22;;EM FUNCIONAMENTO NORMAL;2019-02-05;2020-01-01;2020-12-31
F.I.I.;08.924.783/0001-01;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND;2007-07-20;;;EM FUNCIONAMENTO NORMAL;2007-07-20;2020-01-01;2020-12-31
F.I.I.;09.552.812/0001-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE CRI;2008-05-19;;;EM FUNCIONAMENTO NORMAL;2008-05-19;2020-01-01;2020-12-31
F.I.I.;11.026.627/0001-38;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE FUNDOS;2009-12-30;;;EM FUNCIONAMENTO NORMAL;2009-12-30;2020-01-01;2020-12-31
F.I.I.;12.324.242/0001-10;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BTG PACTUAL MALLS;2012-07-30;2010-07-30;2016-08-24;CANCELADA;2016-08-24;2019-01-01;2019-12-31
F.I.I.;17.232.973/0001-59;FUNDO DE INVESTIMENTO IMOBILIARIO - FII BTG PACTUAL SHOPPINGS;2013-04-26;2012-11-23;2016-08-26;CANCELADA;2016-08-26;2019-01-01;2019-12-31
F.I.I.;15.799.397/0001-09;FUNDO DE INVESTIMENTO IMOBILIARIO - FII CEO CYRELA COMMERCIAL PROPERTIES;2012-11-07;2012-06-06;;EM FUNCIONAMENTO NORMAL;2012-11-07;2020-01-01;2020-12-31
F.I.I.;18.158.898/0001-96;FUNDO DE INVESTIMENTO IMOBILIARIO - FII COMMERCIAL PROPERTIES;2013-06-26;2013-05-13;;FASE PRÉ-OPERACIONAL;2013-06-26;;
F.I.I.;15.333.306/0001-37;FUNDO DE INVESTIMENTO IMOBILIARIO - FII EDIFICIO GALERIA;2012-08-27;2012-03-28;;EM FUNCIONAMENTO NORMAL;2012-08-27;2020-01-01;2020-12-31
F.I.I.;14.788.476/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO - FII ESMERALDA;2013-01-21;2012-11-29;;LIQUIDAÇÃO;2020-02-12;2020-01-01;2020-12-31
F.I.I.;22.888.670/0001-29;FUNDO DE INVESTIMENTO IMOBILIARIO - FII ESTOQUE RESIDENCIAL;2015-08-28;2015-07-17;2019-01-22;CANCELADA;2019-01-22;2019-01-01;2019-12-31
F.I.I.;17.282.011/0001-04;FUNDO DE INVESTIMENTO IMOBILIARIO - FII GOLDEN;2013-02-15;2012-12-05;;EM FUNCIONAMENTO NORMAL;2013-02-15;2020-01-01;2020-12-31
F.I.I.;35.652.081/0001-99;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII GOLDEN LOGÍSTICA;2020-02-03;2020-02-03;;EM FUNCIONAMENTO NORMAL;2020-02-05;2020-02-05;2020-06-30
F.I.I.;20.787.427/0001-99;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII MEILI;2014-12-12;2014-08-04;;EM FUNCIONAMENTO NORMAL;2014-12-12;2020-01-01;2020-12-31
F.I.I.;18.085.673/0001-57;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS;2013-10-10;2013-04-25;;EM FUNCIONAMENTO NORMAL;2013-10-10;2020-01-01;2020-12-31
F.I.I.;17.025.970/0001-44;FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE;2013-09-10;2012-10-02;;EM FUNCIONAMENTO NORMAL;2013-09-10;2020-01-01;2020-12-31
F.I.I.;14.788.492/0001-36;FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES;2013-01-21;2011-11-29;;EM FUNCIONAMENTO NORMAL;2013-01-21;2020-01-01;2020-12-31
F.I.I.;26.314.437/0001-93;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENVOLVIMENTO;2018-10-26;2016-10-04;;EM FUNCIONAMENTO NORMAL;2018-10-26;2019-07-01;2020-06-30
F.I.I.;32.441.656/0001-36;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RBR DESENVOLVIMENTO III;2019-01-17;2018-12-17;;EM FUNCIONAMENTO NORMAL;2019-04-26;2019-07-01;2020-06-30
F.I.I.;29.467.977/0001-03;FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE;2018-01-30;2018-01-12;;EM FUNCIONAMENTO NORMAL;2018-05-02;2019-07-01;2020-06-30
F.I.I.;17.311.079/0001-74;FUNDO DE INVESTIMENTO IMOBILIARIO - FII SIA CORPORATE;2014-03-12;2012-11-07;;EM FUNCIONAMENTO NORMAL;2014-03-12;2020-01-01;2020-12-31
F.I.I.;17.365.105/0001-47;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE;2013-06-07;2012-12-28;;EM FUNCIONAMENTO NORMAL;2013-06-07;2020-01-01;2020-12-31
F.I.I.;32.274.163/0001-59;FUNDO DE INVESTIMENTO IMOBILIARIO - FII UBS (BR) OFFICE;2018-12-20;2018-12-10;;EM FUNCIONAMENTO NORMAL;2019-04-24;2020-01-01;2020-12-31
F.I.I.;28.152.272/0001-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS;2017-07-21;2017-07-03;;EM FUNCIONAMENTO NORMAL;2017-10-16;2020-01-01;2020-12-31
F.I.I.;15.296.696/0001-12;FUNDO DE INVESTIMENTO IMOBILIARIO - FII VILA OLIMPIA CORPORATE;2012-08-10;2012-03-26;;EM FUNCIONAMENTO NORMAL;2012-08-10;2020-01-01;2020-12-31
F.I.I.;30.982.923/0001-57;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII VITACON;2018-12-13;2018-06-22;;EM FUNCIONAMENTO NORMAL;2018-12-24;2020-01-01;2020-12-31
F.I.I.;26.846.202/0001-42;FUNDO DE INVESTIMENTO IMOBILIÁRIO - HABITAT I;2017-01-13;2016-12-02;;EM FUNCIONAMENTO NORMAL;2017-05-17;2019-07-01;2020-06-30
F.I.I.;32.667.306/0001-92;FUNDO DE INVESTIMENTO IMOBILIARIO - M8 EDUCACIONAL I;2019-02-07;2019-01-08;;EM FUNCIONAMENTO NORMAL;2019-05-17;2019-07-01;2020-06-30
F.I.I.;34.197.776/0001-65;FUNDO DE INVESTIMENTO IMOBILIÁRIO - MOGNO HOTEIS;2019-11-14;2019-11-14;;EM FUNCIONAMENTO NORMAL;2019-12-13;2019-12-13;2020-06-30
F.I.I.;30.791.386/0001-68;FUNDO DE INVESTIMENTO IMOBILIÁRIO - OURINVEST FUNDO DE FUNDOS;2019-03-28;2018-06-11;;EM FUNCIONAMENTO NORMAL;2019-05-22;2020-01-01;2020-12-31
F.I.I.;33.045.581/0001-37;Fundo de Investimento Imobiliário - V2 Properties;2019-07-26;2019-07-22;;EM FUNCIONAMENTO NORMAL;2019-10-03;2019-10-03;2020-06-30
F.I.I.;28.729.197/0001-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI CRI;2017-10-11;2017-09-19;;EM FUNCIONAMENTO NORMAL;2019-04-02;2020-01-01;2020-12-31
F.I.I.;30.629.603/0001-18;FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO;2018-07-05;2018-05-30;;EM FUNCIONAMENTO NORMAL;2018-11-09;2019-07-01;2020-06-30
F.I.I.;35.652.102/0001-76;FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI PRIME PROPERTIES;2020-03-05;2020-03-04;;FASE PRÉ-OPERACIONAL;2020-03-05;;
F.I.I.;27.538.406/0001-89;FUNDO DE INVESTIMENTO IMOBILIARIO ANHANGUERA;2017-06-21;2017-03-28;;FASE PRÉ-OPERACIONAL;2017-06-21;;
F.I.I.;26.452.053/0001-37;FUNDO DE INVESTIMENTO IMOBILIÁRIO ANTILHAS;2017-06-13;2016-08-30;;EM FUNCIONAMENTO NORMAL;2019-08-29;2020-01-01;2020-12-31
F.I.I.;08.729.952/0001-52;FUNDO DE INVESTIMENTO IMOBILIÁRIO ARAUCÁRIAS;2007-06-20;;2015-12-10;CANCELADA;2015-12-10;;
F.I.I.;30.567.216/0001-02;FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I;2018-05-29;2018-05-17;;EM FUNCIONAMENTO NORMAL;2020-01-21;2020-01-21;2020-12-31
F.I.I.;32.006.821/0001-21;FUNDO DE INVESTIMENTO IMOBILIÁRIO ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS;2019-07-01;2018-11-05;;EM FUNCIONAMENTO NORMAL;2019-10-31;2020-01-01;2020-12-31
F.I.I.;30.642.032/0001-51;FUNDO DE INVESTIMENTO IMOBILIÁRIO BACURI;2019-04-30;2018-04-18;;EM FUNCIONAMENTO NORMAL;2019-04-30;2020-01-01;2020-12-31
F.I.I.;29.267.567/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII;2018-07-05;2017-11-30;;EM FUNCIONAMENTO NORMAL;2018-12-12;2020-01-01;2020-12-31
